ID,Czas_przyjscia,Dlugosc_kolejki_w_momencie_przyjscia,Czas_rozpoczecia_badania,Czas_zakonczenia_badania,Czas_oczekiwania,Dzien,Lekarz
3494,581,0,596,600,15,51,3
3495,584,1,600,608,16,51,3
3496,592,2,603,605,11,51,2
3497,600,1,605,627,5,51,2
3498,601,2,608,610,7,51,3
3499,609,0,610,619,1,51,3
3500,610,0,615,623,5,51,1
3501,623,0,623,634,0,51,3
3502,625,0,625,652,0,51,1
3503,632,0,632,654,0,51,2
3504,633,0,634,686,1,51,3
3505,642,0,652,709,10,51,1
3506,647,1,654,662,7,51,2
3507,647,2,662,668,15,51,2
3508,649,3,668,675,19,51,2
3509,651,4,675,682,24,51,2
3510,665,2,682,739,17,51,2
3511,670,2,686,699,16,51,3
3512,673,3,699,741,26,51,3
3513,693,1,709,817,16,51,1
3514,707,1,739,740,32,51,2
3515,732,1,740,742,8,51,2
3516,733,2,741,749,7,51,3
3517,741,0,742,766,1,51,2
3518,742,1,749,776,7,51,3
3519,754,0,766,772,13,51,2
3520,781,0,781,797,0,51,3
3521,787,0,787,788,0,51,2
3522,794,0,794,806,0,51,2
3523,804,0,804,806,0,51,3
3524,818,0,818,890,0,51,2
3525,823,0,823,827,0,51,3
3526,826,0,826,876,0,51,1
3527,827,0,827,833,0,51,3
3528,828,0,833,839,4,51,3
3529,166,0,166,170,0,52,3
3530,172,0,172,179,0,52,3
3531,172,0,175,178,4,52,1
3532,185,0,185,242,0,52,1
3533,185,0,185,240,0,52,3
3534,192,0,206,222,14,52,2
3535,198,1,222,247,24,52,2
3536,200,2,240,245,41,52,3
3537,202,3,242,246,40,52,1
3538,208,3,245,265,37,52,3
3539,211,4,246,257,35,52,1
3540,237,4,247,255,9,52,2
3541,238,5,255,327,16,52,2
3542,248,1,257,281,9,52,1
3543,252,2,265,295,14,52,3
3544,257,1,281,289,24,52,1
3545,261,2,289,314,28,52,1
3546,262,3,295,324,33,52,3
3547,293,1,314,317,22,52,1
3548,299,1,317,318,19,52,1
3549,308,2,318,338,10,52,1
3550,314,3,324,327,10,52,3
3551,325,0,327,330,1,52,3
3552,329,0,329,343,0,52,2
3553,330,0,330,387,0,52,3
3554,341,0,341,342,0,52,1
3555,346,0,346,379,0,52,1
3556,351,0,351,360,0,52,2
3557,365,0,365,366,0,52,2
3558,372,0,372,395,0,52,2
3559,376,0,379,429,3,52,1
3560,377,1,387,391,10,52,3
3561,384,1,391,413,7,52,3
3562,385,2,395,421,10,52,2
3563,397,0,413,448,16,52,3
3564,399,1,421,432,22,52,2
3565,411,2,429,446,18,52,1
3566,415,2,432,483,17,52,2
3567,422,2,446,469,24,52,1
3568,423,3,448,465,26,52,3
3569,429,4,465,482,37,52,3
3570,430,4,469,472,38,52,1
3571,434,4,472,496,38,52,1
3572,435,5,482,501,46,52,3
3573,440,6,483,490,44,52,2
3574,441,7,490,509,49,52,2
3575,442,8,496,508,54,52,1
3576,458,7,501,503,43,52,3
3577,461,8,503,521,42,52,3
3578,465,9,508,518,43,52,1
3579,473,7,509,526,37,52,2
3580,476,8,518,527,42,52,1
3581,477,9,521,556,43,52,3
3582,478,10,526,527,48,52,2
3583,486,9,527,560,41,52,2
3584,489,10,527,545,38,52,1
3585,490,11,545,560,56,52,1
3586,500,10,556,574,56,52,3
3587,504,9,560,563,56,52,1
3588,513,8,560,595,47,52,2
3589,516,9,563,578,47,52,1
3590,523,8,574,575,51,52,3
3591,536,6,575,590,39,52,3
3592,541,7,578,590,37,52,1
3593,543,8,590,599,47,52,1
3594,553,8,590,600,37,52,3
3595,559,8,595,604,37,52,2
3596,563,7,599,603,36,52,1
3597,565,7,600,603,36,52,3
3598,574,7,603,608,29,52,3
3599,578,7,603,638,25,52,1
3600,615,0,615,741,0,52,2
3601,626,0,626,691,0,52,3
3602,629,0,638,647,9,52,1
3603,631,1,647,658,15,52,1
3604,640,1,658,670,18,52,1
3605,178,2,201,229,22,53,1
3606,192,1,204,204,12,53,3
3607,215,0,215,240,0,53,3
3608,222,0,229,232,7,53,1
3609,226,1,232,272,6,53,1
3610,235,0,240,270,5,53,2
3611,239,1,240,290,1,53,3
3612,246,0,270,286,24,53,2
3613,255,1,272,287,17,53,1
3614,277,0,286,304,9,53,2
3615,284,1,287,295,2,53,1
3616,286,2,290,291,5,53,3
3617,286,2,291,304,5,53,3
3618,294,0,295,295,2,53,1
3619,294,1,295,306,1,53,1
3620,304,0,304,331,0,53,3
3621,311,0,311,315,0,53,2
3622,317,0,317,392,0,53,1
3623,335,0,335,336,0,53,3
3624,341,0,341,341,0,53,2
3625,347,0,347,370,0,53,3
3626,349,0,349,378,0,53,2
3627,358,0,370,376,11,53,3
3628,362,1,376,399,14,53,3
3629,367,2,378,384,11,53,2
3630,383,0,384,409,1,53,2
3631,403,0,403,414,0,53,1
3632,424,0,424,499,0,53,2
3633,425,0,425,452,0,53,1
3634,445,0,445,467,0,53,3
3635,447,0,452,472,5,53,1
3636,449,1,467,503,18,53,3
3637,450,2,472,489,22,53,1
3638,454,2,489,515,35,53,1
3639,465,3,499,505,34,53,2
3640,473,2,503,504,30,53,3
3641,474,3,504,510,30,53,3
3642,479,4,505,509,26,53,2
3643,484,5,509,530,25,53,2
3644,492,5,510,514,19,53,3
3645,493,6,514,517,22,53,3
3646,494,7,515,555,21,53,1
3647,499,8,517,554,19,53,3
3648,502,8,530,554,27,53,2
3649,506,6,554,555,48,53,3
3650,539,1,554,566,16,53,2
3651,551,2,555,557,4,53,1
3652,551,3,555,563,4,53,3
3653,561,0,561,570,0,53,1
3654,563,0,563,578,0,53,3
3655,564,0,566,575,2,53,2
3656,569,0,570,578,1,53,1
3657,576,0,576,607,0,53,2
3658,580,0,580,587,0,53,3
3659,583,0,583,596,0,53,1
3660,606,0,606,616,0,53,3
3661,620,0,620,650,0,53,2
3662,623,0,623,640,0,53,1
3663,627,0,627,648,0,53,3
3664,630,0,640,680,10,53,1
3665,630,1,648,652,18,53,3
3666,641,1,650,658,10,53,2
3667,649,1,652,665,3,53,3
3668,649,2,658,659,9,53,2
3669,653,1,659,662,5,53,2
3670,661,0,662,674,1,53,2
3671,668,0,668,695,0,53,3
3672,684,0,684,736,0,53,2
3673,692,0,692,695,0,53,1
3674,696,0,696,746,0,53,3
3675,699,0,699,707,0,53,1
3676,700,0,707,744,8,53,1
3677,110,3,129,149,18,54,1
3678,134,0,135,137,1,54,2
3679,141,0,141,164,0,54,2
3680,141,0,148,166,7,54,3
3681,143,1,149,153,6,54,1
3682,155,0,155,178,0,54,1
3683,159,0,164,217,6,54,2
3684,163,1,166,169,3,54,3
3685,169,0,169,189,0,54,3
3686,172,0,178,248,6,54,1
3687,183,0,189,200,6,54,3
3688,187,1,200,207,13,54,3
3689,187,2,207,225,19,54,3
3690,206,1,217,241,11,54,2
3691,212,1,225,247,13,54,3
3692,222,1,241,250,18,54,2
3693,223,2,247,291,24,54,3
3694,227,2,248,287,21,54,1
3695,243,2,250,261,7,54,2
3696,244,3,261,271,17,54,2
3697,255,1,271,303,16,54,2
3698,264,1,287,288,23,54,1
3699,268,2,288,290,20,54,1
3700,269,3,290,323,21,54,1
3701,270,4,291,305,21,54,3
3702,284,4,303,304,19,54,2
3703,287,5,304,314,17,54,2
3704,295,2,305,342,10,54,3
3705,299,3,314,323,15,54,2
3706,310,1,323,349,12,54,2
3707,311,2,323,333,12,54,1
3708,313,3,333,336,21,54,1
3709,316,3,336,341,20,54,1
3710,344,0,344,353,0,54,1
3711,347,0,347,355,0,54,3
3712,355,0,355,369,0,54,1
3713,357,0,357,388,0,54,3
3714,370,0,370,431,0,54,2
3715,372,0,372,381,0,54,1
3716,385,0,385,404,0,54,1
3717,408,0,408,428,0,54,3
3718,408,0,408,423,0,54,1
3719,416,0,423,443,7,54,1
3720,422,1,428,430,6,54,3
3721,433,0,433,494,0,54,2
3722,451,0,451,472,0,54,1
3723,452,0,452,454,0,54,3
3724,461,0,461,463,0,54,3
3725,461,0,463,480,3,54,3
3726,469,0,472,506,3,54,1
3727,469,1,480,486,11,54,3
3728,473,1,486,497,13,54,3
3729,476,2,494,499,18,54,2
3730,477,3,497,520,19,54,3
3731,496,1,499,531,3,54,2
3732,497,1,506,519,9,54,1
3733,512,0,519,522,7,54,1
3734,518,1,520,562,2,54,3
3735,520,1,522,528,2,54,1
3736,521,1,528,546,7,54,1
3737,560,0,560,562,0,54,2
3738,568,0,568,570,0,54,2
3739,571,0,571,572,0,54,3
3740,572,0,572,575,0,54,1
3741,576,0,576,590,0,54,2
3742,582,0,582,597,0,54,3
3743,583,0,583,584,0,54,1
3744,587,0,587,624,0,54,1
3745,126,0,149,149,24,55,3
3746,135,1,149,150,14,55,3
3747,136,2,150,164,14,55,3
3748,141,3,154,164,14,55,1
3749,162,0,164,164,2,55,3
3750,172,0,172,183,0,55,3
3751,183,0,183,190,0,55,1
3752,184,0,184,214,0,55,3
3753,192,0,192,193,0,55,1
3754,193,0,193,212,0,55,1
3755,195,0,195,244,0,55,2
3756,207,0,212,263,6,55,1
3757,233,0,233,235,0,55,3
3758,233,0,235,240,2,55,3
3759,244,0,244,245,0,55,3
3760,256,0,256,272,0,55,3
3761,263,0,263,335,0,55,2
3762,268,0,268,273,0,55,1
3763,268,0,272,296,4,55,3
3764,270,1,273,305,4,55,1
3765,294,0,296,304,3,55,3
3766,297,0,304,321,6,55,3
3767,298,1,305,356,7,55,1
3768,319,0,321,354,2,55,3
3769,323,0,335,347,13,55,2
3770,340,0,347,364,8,55,2
3771,351,0,354,358,3,55,3
3772,366,0,366,376,0,55,2
3773,372,0,372,388,0,55,3
3774,382,0,382,402,0,55,2
3775,383,0,383,418,0,55,1
3776,414,0,414,454,0,55,3
3777,416,0,416,419,0,55,2
3778,425,0,425,434,0,55,1
3779,438,0,438,454,0,55,2
3780,439,0,439,466,0,55,1
3781,440,0,454,461,14,55,3
3782,447,1,454,487,7,55,2
3783,484,0,484,511,0,55,1
3784,486,0,486,489,0,55,3
3785,486,0,487,490,1,55,2
3786,490,0,490,497,0,55,3
3787,499,0,499,552,0,55,3
3788,512,0,512,577,0,55,1
3789,516,0,516,590,0,55,2
3790,525,0,552,555,27,55,3
3791,525,1,555,572,29,55,3
3792,528,2,572,577,44,55,3
3793,538,3,577,578,39,55,1
3794,543,4,577,605,34,55,3
3795,552,4,578,591,26,55,1
3796,565,4,590,597,25,55,2
3797,588,1,591,591,2,55,1
3798,592,0,592,604,0,55,1
3799,596,0,597,624,2,55,2
3800,608,0,608,626,0,55,3
3801,634,0,634,666,0,55,3
3802,641,0,641,709,0,55,1
3803,646,0,646,674,0,55,2
3804,649,0,666,668,17,55,3
3805,660,1,668,677,7,55,3
3806,675,0,675,684,0,55,2
3807,687,0,687,716,0,55,3
3808,687,0,687,758,0,55,2
3809,690,0,709,828,19,55,1
3810,707,1,716,733,9,55,3
3811,260,0,260,301,0,56,3
3812,260,0,260,275,0,56,1
3813,262,0,263,265,2,56,2
3814,270,0,270,275,0,56,2
3815,271,0,275,307,3,56,1
3816,274,1,275,276,2,56,2
3817,275,1,276,289,0,56,2
3818,296,0,296,308,0,56,2
3819,306,0,306,315,0,56,3
3820,313,0,313,314,0,56,1
3821,317,0,317,317,0,56,2
3822,335,0,335,376,0,56,3
3823,338,0,338,342,0,56,1
3824,338,0,338,383,0,56,2
3825,339,0,342,352,3,56,1
3826,342,0,352,372,9,56,1
3827,349,1,372,404,22,56,1
3828,358,1,376,408,18,56,3
3829,378,0,383,387,5,56,2
3830,386,0,387,401,2,56,2
3831,387,1,401,412,14,56,2
3832,403,0,404,417,1,56,1
3833,406,0,408,433,2,56,3
3834,419,0,419,443,0,56,2
3835,421,0,421,475,0,56,1
3836,423,0,433,436,10,56,3
3837,472,0,472,480,0,56,2
3838,477,0,477,497,0,56,1
3839,481,0,481,560,0,56,3
3840,489,0,489,500,0,56,2
3841,508,0,508,517,0,56,1
3842,510,0,510,510,0,56,2
3843,528,0,528,535,0,56,2
3844,545,0,545,562,0,56,1
3845,555,0,555,556,0,56,2
3846,563,0,563,566,0,56,3
3847,569,0,569,640,0,56,3
3848,582,0,582,604,0,56,2
3849,604,0,604,605,0,56,1
3850,610,0,610,616,0,56,2
3851,610,0,610,612,0,56,1
3852,651,0,651,655,0,56,3
3853,689,0,689,714,0,56,3
3854,693,0,693,706,0,56,2
3855,694,0,694,700,0,56,1
3856,704,0,704,710,0,56,1
3857,718,0,718,739,0,56,2
3858,720,0,720,751,0,56,1
3859,725,0,725,730,0,56,3
3860,732,0,732,733,0,56,3
3861,743,0,743,753,0,56,3
3862,745,0,745,751,0,56,2
3863,774,0,774,796,0,56,3
3864,792,0,792,804,0,56,2
3865,807,0,807,811,0,56,3
3866,809,0,809,849,0,56,2
3867,811,0,811,820,0,56,1
3868,821,0,821,854,0,56,3
3869,826,0,826,877,0,56,1
3870,829,0,849,883,19,56,2
3871,837,1,854,920,16,56,3
3872,839,2,877,901,38,56,1
3873,847,3,883,909,36,56,2
3874,849,3,901,907,52,56,1
3875,870,3,907,909,37,56,1
3876,884,2,909,910,25,56,1
3877,900,3,909,926,9,56,2
3878,904,3,910,927,6,56,1
3879,907,3,920,979,13,56,3
3880,912,1,926,953,14,56,2
3881,914,2,927,946,14,56,1
3882,928,0,946,961,18,56,1
3883,942,1,953,976,12,56,2
3884,949,1,961,999,11,56,1
3885,953,2,976,1030,24,56,2
3886,953,3,979,1020,26,56,3
3887,135,0,135,140,0,57,3
3888,138,0,138,167,0,57,2
3889,149,0,149,154,0,57,3
3890,151,0,151,164,0,57,1
3891,161,0,161,174,0,57,3
3892,162,0,164,169,2,57,1
3893,175,0,175,210,0,57,2
3894,179,0,179,181,0,57,3
3895,186,0,186,256,0,57,3
3896,189,0,189,205,0,57,1
3897,198,0,205,208,8,57,1
3898,198,1,208,242,11,57,1
3899,200,2,210,274,11,57,2
3900,213,0,242,274,29,57,1
3901,219,1,256,268,38,57,3
3902,227,2,268,269,41,57,3
3903,254,2,269,324,16,57,3
3904,254,3,274,312,20,57,1
3905,273,1,274,292,1,57,2
3906,287,0,292,295,5,57,2
3907,314,0,314,318,0,57,2
3908,319,0,319,442,0,57,2
3909,344,0,344,363,0,57,3
3910,353,0,353,354,0,57,1
3911,355,0,355,375,0,57,1
3912,359,0,363,413,4,57,3
3913,374,0,375,389,1,57,1
3914,374,1,389,394,15,57,1
3915,377,1,394,403,17,57,1
3916,396,0,403,421,7,57,1
3917,413,0,413,428,0,57,3
3918,414,0,421,437,8,57,1
3919,422,0,428,437,5,57,3
3920,423,1,437,485,14,57,3
3921,423,2,437,440,14,57,1
3922,428,2,440,458,12,57,1
3923,434,3,442,443,8,57,2
3924,439,2,443,444,4,57,2
3925,439,3,444,454,4,57,2
3926,446,0,454,470,8,57,2
3927,461,0,461,478,0,57,1
3928,465,0,470,480,4,57,2
3929,484,0,484,490,0,57,2
3930,484,0,484,493,0,57,1
3931,492,0,492,511,0,57,3
3932,511,0,511,540,0,57,2
3933,533,0,533,543,0,57,3
3934,534,0,534,553,0,57,1
3935,536,0,540,554,4,57,2
3936,546,0,546,583,0,57,3
3937,567,0,567,584,0,57,2
3938,582,0,582,619,0,57,1
3939,586,0,586,621,0,57,2
3940,587,0,587,612,0,57,3
3941,594,0,612,633,19,57,3
3942,599,1,619,620,20,57,1
3943,600,2,620,626,19,57,1
3944,600,3,621,638,20,57,2
3945,609,4,626,626,17,57,1
3946,611,5,626,698,16,57,1
3947,625,2,633,645,8,57,3
3948,632,1,638,646,6,57,2
3949,643,0,645,648,2,57,3
3950,655,0,655,676,0,57,2
3951,679,0,679,685,0,57,3
3952,689,0,689,747,0,57,3
3953,697,0,697,705,0,57,2
3954,701,0,701,702,0,57,1
3955,701,0,702,702,0,57,1
3956,703,0,703,738,0,57,1
3957,721,0,721,744,0,57,2
3958,748,0,748,779,0,57,3
3959,751,0,751,759,0,57,1
3960,774,0,774,808,0,57,2
3961,777,0,777,821,0,57,1
3962,781,0,781,786,0,57,3
3963,783,0,786,786,3,57,3
3964,784,1,786,840,2,57,3
3965,785,2,808,842,23,57,2
3966,178,2,201,207,23,58,1
3967,181,2,207,216,26,58,1
3968,182,3,216,221,33,58,1
3969,186,4,221,222,35,58,1
3970,189,5,222,276,33,58,1
3971,194,6,232,271,39,58,3
3972,198,7,234,256,35,58,2
3973,200,7,256,369,56,58,2
3974,203,7,271,304,68,58,3
3975,209,7,276,278,67,58,1
3976,209,8,278,279,69,58,1
3977,229,6,279,290,50,58,1
3978,231,7,290,293,59,58,1
3979,241,6,293,316,51,58,1
3980,245,7,304,306,60,58,3
3981,246,8,306,314,60,58,3
3982,249,9,314,320,65,58,3
3983,258,9,316,319,58,58,1
3984,265,10,319,358,54,58,1
3985,273,10,320,358,47,58,3
3986,276,11,358,367,82,58,3
3987,277,11,358,360,82,58,1
3988,284,10,360,376,76,58,1
3989,288,11,367,384,80,58,3
3990,289,12,369,381,80,58,2
3991,290,12,376,385,86,58,1
3992,305,11,381,389,76,58,2
3993,333,7,384,394,50,58,3
3994,338,8,385,390,47,58,1
3995,342,9,389,407,48,58,2
3996,366,7,390,412,24,58,1
3997,374,6,394,405,20,58,3
3998,412,0,412,414,0,58,2
3999,413,0,413,415,0,58,3
4000,414,0,414,455,0,58,1
4001,414,0,414,423,0,58,2
4002,425,0,425,482,0,58,2
4003,433,0,433,473,0,58,3
4004,435,0,455,472,19,58,1
4005,444,1,472,476,28,58,1
4006,445,2,473,480,28,58,3
4007,472,2,476,476,4,58,1
4008,477,0,477,502,0,58,1
4009,485,0,485,495,0,58,3
4010,496,0,496,507,0,58,3
4011,502,0,502,507,0,58,2
4012,509,0,509,523,0,58,1
4013,515,0,515,525,0,58,3
4014,519,0,519,539,0,58,2
4015,528,0,528,554,0,58,3
4016,539,0,539,544,0,58,2
4017,551,0,551,559,0,58,1
4018,554,0,554,571,0,58,2
4019,561,0,561,573,0,58,3
4020,567,0,567,572,0,58,1
4021,569,0,571,586,2,58,2
4022,579,0,579,593,0,58,1
4023,598,0,598,669,0,58,3
4024,607,0,607,627,0,58,1
4025,608,0,608,670,0,58,2
4026,617,0,627,651,10,58,1
4027,620,1,651,659,31,58,1
4028,625,2,659,710,34,58,1
4029,635,2,669,678,35,58,3
4030,641,3,670,673,30,58,2
4031,642,4,673,697,31,58,2
4032,653,4,678,686,25,58,3
4033,655,5,686,695,30,58,3
4034,663,5,695,696,33,58,3
4035,674,3,696,750,22,58,3
4036,678,3,697,700,19,58,2
4037,695,3,700,701,4,58,2
4038,705,0,705,709,0,58,2
4039,708,0,709,721,1,58,2
4040,711,0,711,715,0,58,1
4041,729,0,729,741,0,58,2
4042,179,0,179,185,0,59,3
4043,182,0,182,184,0,59,1
4044,186,0,186,187,0,59,3
4045,194,0,194,203,0,59,1
4046,195,0,195,226,0,59,2
4047,210,0,210,234,0,59,1
4048,226,0,226,275,0,59,2
4049,227,0,227,246,0,59,3
4050,228,0,234,236,6,59,1
4051,234,0,236,260,2,59,1
4052,245,0,246,250,0,59,3
4053,246,0,250,271,4,59,3
4054,246,1,260,262,14,59,1
4055,248,2,262,289,14,59,1
4056,251,2,271,281,20,59,3
4057,258,3,275,330,17,59,2
4058,260,4,281,303,22,59,3
4059,266,3,289,301,23,59,1
4060,270,4,301,314,32,59,1
4061,280,3,303,308,23,59,3
4062,281,4,308,327,27,59,3
4063,292,3,314,323,22,59,1
4064,296,4,323,332,27,59,1
4065,317,1,327,345,10,59,3
4066,325,1,330,333,5,59,2
4067,325,2,332,353,7,59,1
4068,348,0,348,369,0,59,3
4069,364,0,364,372,0,59,1
4070,370,0,370,371,0,59,2
4071,378,0,378,415,0,59,1
4072,420,0,420,428,0,59,1
4073,421,0,421,466,0,59,3
4074,425,0,425,509,0,59,2
4075,438,0,438,461,0,59,1
4076,442,0,461,480,19,59,1
4077,442,1,466,486,24,59,3
4078,446,2,480,536,34,59,1
4079,450,3,486,486,37,59,3
4080,458,4,486,514,29,59,3
4081,473,3,509,547,37,59,2
4082,485,3,514,517,29,59,3
4083,485,4,517,528,32,59,3
4084,492,3,528,534,36,59,3
4085,506,4,534,561,28,59,3
4086,507,5,536,568,29,59,1
4087,509,6,547,556,38,59,2
4088,510,6,556,562,46,59,2
4089,511,7,561,563,50,59,3
4090,512,8,562,565,50,59,2
4091,517,7,563,565,46,59,3
4092,524,8,565,574,41,59,3
4093,530,8,565,587,36,59,2
4094,542,7,568,584,26,59,1
4095,543,8,574,582,32,59,3
4096,563,5,582,605,19,59,3
4097,574,2,584,591,10,59,1
4098,575,2,587,621,12,59,2
4099,575,3,591,593,16,59,1
4100,588,1,593,647,5,59,1
4101,589,2,605,607,17,59,3
4102,589,3,607,611,18,59,3
4103,183,1,188,194,4,60,1
4104,186,1,194,194,8,60,1
4105,194,0,194,210,0,60,1
4106,197,0,210,217,13,60,2
4107,202,1,210,212,8,60,1
4108,234,0,234,281,0,60,3
4109,241,0,241,327,0,60,2
4110,244,0,244,246,0,60,1
4111,246,0,246,252,0,60,1
4112,253,0,253,278,0,60,1
4113,262,0,278,279,16,60,1
4114,266,1,279,317,13,60,1
4115,270,2,281,317,11,60,3
4116,295,0,317,358,22,60,1
4117,296,1,317,325,21,60,3
4118,296,2,325,344,29,60,3
4119,302,3,327,327,25,60,2
4120,312,4,327,332,15,60,2
4121,313,5,332,333,20,60,2
4122,333,0,333,338,1,60,2
4123,348,0,348,363,0,60,3
4124,373,0,373,375,0,60,2
4125,385,0,385,420,0,60,3
4126,386,0,386,396,0,60,2
4127,390,0,390,412,0,60,1
4128,430,0,430,447,0,60,3
4129,434,0,434,439,0,60,1
4130,435,0,435,461,0,60,2
4131,440,0,440,458,0,60,1
4132,454,0,454,528,0,60,3
4133,458,0,458,472,0,60,1
4134,463,0,463,464,0,60,2
4135,467,0,467,475,0,60,2
4136,479,0,479,515,0,60,1
4137,500,0,500,552,0,60,2
4138,517,0,517,525,0,60,1
4139,521,0,525,538,4,60,1
4140,522,1,528,552,7,60,3
4141,525,1,538,549,14,60,1
4142,532,1,549,555,17,60,1
4143,553,0,553,563,0,60,2
4144,557,0,557,577,0,60,1
4145,558,0,558,562,0,60,3
4146,566,0,566,571,0,60,2
4147,586,0,586,613,0,60,1
4148,597,0,597,639,0,60,2
4149,599,0,599,605,0,60,3
4150,599,0,605,628,6,60,3
4151,606,0,613,649,7,60,1
4152,613,1,628,650,15,60,3
4153,619,1,639,653,20,60,2
4154,624,2,649,654,24,60,1
4155,627,3,650,684,23,60,3
4156,627,4,653,676,25,60,2
4157,633,4,654,693,21,60,1
4158,635,5,676,677,41,60,2
4159,648,5,677,688,29,60,2
4160,662,2,684,721,22,60,3
4161,666,3,688,721,21,60,2
4162,678,2,693,722,15,60,1
4163,684,3,721,726,38,60,3
4164,696,1,721,736,26,60,2
4165,128,1,136,149,7,61,1
4166,129,2,144,154,15,61,3
4167,135,2,149,186,14,61,1
4168,141,2,153,166,12,61,2
4169,142,3,154,183,12,61,3
4170,146,3,166,168,21,61,2
4171,147,4,168,203,21,61,2
4172,160,2,183,204,23,61,3
4173,161,3,186,193,25,61,1
4174,163,4,193,214,30,61,1
4175,166,5,203,205,37,61,2
4176,173,4,204,214,31,61,3
4177,175,5,205,209,30,61,2
4178,183,5,209,225,27,61,2
4179,184,6,214,219,30,61,3
4180,190,6,214,223,24,61,1
4181,198,6,219,264,21,61,3
4182,204,6,223,243,19,61,1
4183,209,5,225,231,16,61,2
4184,213,5,231,269,17,61,2
4185,225,2,243,276,18,61,1
4186,235,1,264,281,29,61,3
4187,277,0,277,301,0,61,1
4188,285,0,285,286,0,61,2
4189,299,0,299,303,0,61,3
4190,311,0,311,314,0,61,1
4191,319,0,319,359,0,61,2
4192,321,0,321,321,0,61,1
4193,322,0,322,334,0,61,1
4194,345,0,345,347,0,61,1
4195,346,0,346,359,0,61,3
4196,359,0,359,384,0,61,3
4197,371,0,371,391,0,61,2
4198,382,0,382,413,0,61,1
4199,383,0,384,385,1,61,3
4200,388,0,388,443,0,61,3
4201,404,0,404,428,0,61,2
4202,411,0,413,416,2,61,1
4203,411,1,416,422,5,61,1
4204,414,1,422,427,8,61,1
4205,416,2,427,437,11,61,1
4206,416,2,428,439,12,61,2
4207,421,3,437,442,16,61,1
4208,435,1,439,488,4,61,2
4209,440,0,442,476,3,61,1
4210,462,0,462,463,0,61,3
4211,482,0,482,499,0,61,3
4212,483,0,483,487,0,61,1
4213,487,0,487,507,1,61,1
4214,492,0,492,554,0,61,2
4215,501,0,501,534,0,61,3
4216,509,0,509,517,0,61,1
4217,522,0,522,547,0,61,1
4218,526,0,534,550,8,61,3
4219,532,1,547,588,16,61,1
4220,538,1,550,570,12,61,3
4221,550,1,554,557,4,61,2
4222,560,0,560,561,0,61,2
4223,564,0,564,575,0,61,2
4224,564,0,570,572,6,61,3
4225,578,0,578,584,0,61,3
4226,583,0,583,589,0,61,2
4227,589,0,589,596,0,61,1
4228,590,0,590,602,0,61,3
4229,592,0,592,606,0,61,2
4230,604,0,604,608,0,61,1
4231,607,0,607,620,0,61,3
4232,631,0,631,650,0,61,3
4233,633,0,633,644,0,61,1
4234,666,0,666,708,0,61,1
4235,666,0,666,673,0,61,3
4236,669,0,669,678,0,61,2
4237,680,0,680,703,0,61,3
4238,691,0,691,705,0,61,2
4239,691,0,703,727,12,61,3
4240,176,0,176,182,0,62,2
4241,179,0,182,202,3,62,2
4242,186,0,188,231,2,62,3
4243,191,0,202,229,10,62,2
4244,192,1,213,261,21,62,1
4245,210,1,229,253,19,62,2
4246,215,1,231,238,16,62,3
4247,219,2,238,243,19,62,3
4248,228,3,243,247,15,62,3
4249,232,2,247,260,15,62,3
4250,236,3,253,273,17,62,2
4251,238,4,260,273,22,62,3
4252,239,4,261,282,22,62,1
4253,253,3,273,285,20,62,3
4254,255,3,273,355,19,62,2
4255,256,4,282,285,25,62,1
4256,257,5,285,292,28,62,1
4257,266,4,285,377,19,62,3
4258,268,5,292,294,24,62,1
4259,274,4,294,309,20,62,1
4260,274,5,309,338,35,62,1
4261,280,6,338,352,58,62,1
4262,285,5,352,361,67,62,1
4263,290,5,355,387,65,62,2
4264,309,4,361,400,53,62,1
4265,309,5,377,383,68,62,3
4266,323,5,383,418,59,62,3
4267,331,6,387,392,56,62,2
4268,343,6,392,419,49,62,2
4269,350,7,400,401,50,62,1
4270,354,7,401,412,47,62,1
4271,360,7,412,463,51,62,1
4272,367,7,418,482,51,62,3
4273,374,8,419,434,45,62,2
4274,383,7,434,440,51,62,2
4275,390,7,440,445,50,62,2
4276,394,7,445,455,50,62,2
4277,410,6,455,457,45,62,2
4278,413,6,457,491,43,62,2
4279,430,5,463,464,33,62,1
4280,436,5,464,489,29,62,1
4281,443,5,482,537,39,62,3
4282,445,5,489,491,44,62,1
4283,453,6,491,495,38,62,2
4284,454,7,491,494,37,62,1
4285,455,8,494,540,39,62,1
4286,463,6,495,509,32,62,2
4287,464,7,509,532,46,62,2
4288,469,7,532,535,64,62,2
4289,479,8,535,545,55,62,2
4290,484,8,537,544,52,62,3
4291,492,6,540,578,48,62,1
4292,510,4,544,558,34,62,3
4293,525,5,545,560,20,62,2
4294,527,6,558,565,31,62,3
4295,534,6,560,580,26,62,2
4296,568,0,568,574,0,62,3
4297,570,0,574,603,3,62,3
4298,578,0,578,580,0,62,1
4299,589,0,589,600,0,62,2
4300,599,0,599,617,0,62,1
4301,173,0,184,190,10,63,3
4302,197,0,197,210,0,63,2
4303,198,0,198,294,0,63,3
4304,212,0,212,212,0,63,2
4305,229,0,229,237,0,63,2
4306,237,0,237,244,0,63,1
4307,250,0,250,326,0,63,2
4308,250,0,250,258,0,63,1
4309,258,0,258,302,0,63,1
4310,258,0,294,298,36,63,3
4311,258,1,298,317,39,63,3
