ID,Czas_przyjscia,Dlugosc_kolejki_w_momencie_przyjscia,Czas_rozpoczecia_badania,Czas_zakonczenia_badania,Czas_oczekiwania,Dzien,Lekarz
6115,324,6,389,401,65,88,1
6116,327,7,396,397,69,88,2
6117,345,6,397,407,52,88,2
6118,362,6,399,424,38,88,3
6119,367,6,401,417,34,88,1
6120,370,7,407,412,37,88,2
6121,370,8,412,443,42,88,2
6122,372,9,417,454,46,88,1
6123,379,10,424,426,45,88,3
6124,385,10,426,429,42,88,3
6125,394,9,429,454,35,88,3
6126,404,6,443,497,40,88,2
6127,406,7,454,574,48,88,1
6128,429,3,454,562,25,88,3
6129,429,4,497,505,68,88,2
6130,446,3,505,519,59,88,2
6131,462,2,519,558,57,88,2
6132,478,3,558,570,80,88,2
6133,487,4,562,575,75,88,3
6134,497,5,570,622,74,88,2
6135,504,5,574,625,69,88,1
6136,518,5,575,611,57,88,3
6137,538,5,611,650,73,88,3
6138,539,6,622,665,83,88,2
6139,553,7,625,698,72,88,1
6140,559,7,650,704,91,88,3
6141,559,8,665,669,106,88,2
6142,565,8,669,683,104,88,2
6143,575,6,683,700,108,88,2
6144,578,7,698,707,120,88,1
6145,593,8,700,702,106,88,2
6146,594,9,702,733,108,88,2
6147,615,9,704,737,89,88,3
6148,625,9,707,755,83,88,1
6149,626,9,733,744,107,88,2
6150,642,10,737,770,95,88,3
6151,652,10,744,770,92,88,2
6152,659,11,755,760,96,88,1
6153,660,12,760,761,100,88,1
6154,668,12,761,786,93,88,1
6155,681,12,770,775,89,88,2
6156,692,12,770,772,78,88,3
6157,694,13,772,844,78,88,3
6158,696,14,775,809,79,88,2
6159,697,15,786,790,89,88,1
6160,709,11,790,791,82,88,1
6161,732,12,791,809,59,88,1
6162,735,12,809,827,73,88,1
6163,743,12,809,851,66,88,2
6164,762,9,827,840,65,88,1
6165,770,9,840,954,69,88,1
6166,164,0,164,251,0,89,1
6167,169,0,190,193,21,89,3
6168,170,1,193,229,24,89,3
6169,172,2,204,245,32,89,2
6170,187,3,229,271,42,89,3
6171,189,4,245,250,56,89,2
6172,213,2,250,253,37,89,2
6173,213,3,251,254,38,89,1
6174,228,4,253,278,25,89,2
6175,233,4,254,272,21,89,1
6176,242,5,271,273,29,89,3
6177,245,5,272,291,27,89,1
6178,246,6,273,282,27,89,3
6179,249,7,278,286,29,89,2
6180,257,4,282,283,25,89,3
6181,268,5,283,316,16,89,3
6182,271,5,286,306,14,89,2
6183,278,4,291,300,13,89,1
6184,280,4,300,331,20,89,1
6185,282,5,306,309,25,89,2
6186,285,4,309,329,24,89,2
6187,289,4,316,358,26,89,3
6188,293,4,329,349,36,89,2
6189,294,5,331,334,36,89,1
6190,298,6,334,360,36,89,1
6191,298,7,349,352,51,89,2
6192,302,7,352,361,50,89,2
6193,304,8,358,446,55,89,3
6194,310,7,360,440,50,89,1
6195,314,8,361,404,47,89,2
6196,325,8,404,422,79,89,2
6197,328,9,422,444,94,89,2
6198,329,9,440,465,111,89,1
6199,334,9,444,501,111,89,2
6200,339,9,446,511,108,89,3
6201,349,9,465,474,116,89,1
6202,351,10,474,485,123,89,1
6203,352,10,485,508,134,89,1
6204,355,11,501,582,146,89,2
6205,362,9,508,508,146,89,1
6206,365,10,508,554,143,89,1
6207,381,11,511,514,130,89,3
6208,383,12,514,531,131,89,3
6209,388,13,531,570,143,89,3
6210,389,14,554,574,164,89,1
6211,409,14,570,614,161,89,3
6212,420,15,574,577,154,89,1
6213,422,15,577,592,155,89,1
6214,453,13,582,583,129,89,2
6215,491,11,583,584,92,89,2
6216,492,12,584,595,91,89,2
6217,495,13,592,599,98,89,1
6218,502,13,595,637,92,89,2
6219,522,10,599,601,77,89,1
6220,546,10,601,609,55,89,1
6221,547,11,609,648,62,89,1
6222,551,12,614,666,63,89,3
6223,555,12,637,673,82,89,2
6224,557,13,648,698,91,89,1
6225,561,14,666,672,105,89,3
6226,561,15,672,672,110,89,3
6227,562,16,672,696,110,89,3
6228,569,17,673,675,104,89,2
6229,571,17,675,734,104,89,2
6230,112,9,154,177,42,90,1
6231,114,9,154,174,40,90,3
6232,119,10,161,171,42,90,2
6233,124,8,171,190,47,90,2
6234,124,9,174,182,49,90,3
6235,139,7,177,191,38,90,1
6236,140,8,182,203,42,90,3
6237,142,9,190,223,48,90,2
6238,159,6,191,198,32,90,1
6239,170,6,198,204,28,90,1
6240,176,5,203,215,27,90,3
6241,184,4,204,217,20,90,1
6242,184,5,215,235,31,90,3
6243,201,3,217,295,16,90,1
6244,206,2,223,231,17,90,2
6245,209,3,231,236,22,90,2
6246,226,1,235,242,9,90,3
6247,238,0,238,253,0,90,2
6248,239,0,242,289,3,90,3
6249,245,0,253,274,8,90,2
6250,253,1,274,284,21,90,2
6251,271,1,284,289,13,90,2
6252,277,1,289,294,11,90,2
6253,279,2,289,302,10,90,3
6254,287,2,294,329,7,90,2
6255,295,0,295,339,0,90,1
6256,295,0,302,307,7,90,3
6257,295,1,307,322,12,90,3
6258,298,2,322,406,23,90,3
6259,303,2,329,332,27,90,2
6260,308,2,332,342,24,90,2
6261,310,3,339,363,29,90,1
6262,311,4,342,391,31,90,2
6263,325,4,363,364,38,90,1
6264,326,5,364,405,37,90,1
6265,333,4,391,434,58,90,2
6266,339,5,405,411,66,90,1
6267,345,4,406,468,61,90,3
6268,345,5,411,474,65,90,1
6269,352,6,434,448,81,90,2
6270,355,7,448,454,93,90,2
6271,383,6,454,522,71,90,2
6272,385,7,468,524,82,90,3
6273,397,7,474,505,77,90,1
6274,400,8,505,524,105,90,1
6275,409,7,522,537,112,90,2
6276,416,7,524,526,108,90,3
6277,447,7,524,527,78,90,1
6278,451,7,526,533,75,90,3
6279,456,7,527,529,71,90,1
6280,469,7,529,550,60,90,1
6281,478,7,533,587,55,90,3
6282,487,8,537,541,51,90,2
6283,489,9,541,542,52,90,2
6284,500,10,542,550,42,90,2
6285,502,11,550,563,47,90,1
6286,510,11,550,563,41,90,2
6287,516,12,563,598,47,90,2
6288,526,10,563,564,37,90,1
6289,530,8,564,580,34,90,1
6290,538,7,580,606,42,90,1
6291,553,4,587,601,34,90,3
6292,560,5,598,601,37,90,2
6293,574,3,601,615,26,90,2
6294,576,4,601,627,25,90,3
6295,585,4,606,614,21,90,1
6296,586,5,614,616,29,90,1
6297,593,5,615,619,23,90,2
6298,606,2,616,622,10,90,1
6299,613,3,619,651,6,90,2
6300,620,0,622,642,2,90,1
6301,635,0,635,663,0,90,3
6302,636,0,642,655,5,90,1
6303,645,0,651,690,6,90,2
6304,191,2,217,265,26,91,2
6305,203,2,221,264,18,91,3
6306,204,3,224,232,20,91,1
6307,211,3,232,264,21,91,1
6308,211,4,264,267,52,91,1
6309,216,5,264,267,48,91,3
6310,238,2,265,299,26,91,2
6311,254,3,267,271,13,91,3
6312,279,0,279,291,0,91,1
6313,279,0,279,293,0,91,3
6314,280,0,291,329,11,91,1
6315,282,1,293,350,11,91,3
6316,297,0,299,343,2,91,2
6317,300,0,329,331,29,91,1
6318,302,1,331,359,29,91,1
6319,322,2,343,386,21,91,2
6320,328,3,350,365,22,91,3
6321,332,2,359,365,27,91,1
6322,340,3,365,367,25,91,1
6323,343,4,365,367,23,91,3
6324,350,3,367,369,17,91,1
6325,373,0,373,387,0,91,1
6326,375,0,375,404,0,91,3
6327,378,0,386,410,8,91,2
6328,389,0,389,448,0,91,1
6329,405,0,405,460,0,91,3
6330,412,0,412,435,0,91,2
6331,415,0,435,455,20,91,2
6332,463,0,463,469,0,91,3
6333,468,0,468,502,0,91,2
6334,470,0,470,476,0,91,3
6335,475,0,475,477,0,91,1
6336,477,0,477,480,0,91,3
6337,482,0,482,489,0,91,1
6338,483,0,483,524,0,91,3
6339,489,0,489,497,1,91,1
6340,496,0,497,505,1,91,1
6341,534,0,534,554,0,91,3
6342,537,0,537,562,0,91,2
6343,543,0,543,545,0,91,1
6344,545,0,545,560,1,91,1
6345,557,0,557,565,0,91,3
6346,559,0,560,605,1,91,1
6347,564,0,564,566,0,91,2
6348,569,0,569,574,0,91,3
6349,575,0,575,579,0,91,2
6350,581,0,581,602,0,91,3
6351,584,0,584,593,0,91,2
6352,593,0,593,613,1,91,2
6353,596,0,602,612,6,91,3
6354,597,1,605,606,9,91,1
6355,602,2,606,615,5,91,1
6356,605,1,612,618,7,91,3
6357,606,2,613,673,7,91,2
6358,626,0,626,626,0,91,3
6359,640,0,640,647,0,91,1
6360,656,0,656,674,0,91,1
6361,658,0,658,703,0,91,3
6362,671,0,673,691,2,91,2
6363,674,0,674,681,0,91,1
6364,675,0,681,687,6,91,1
6365,677,1,687,709,10,91,1
6366,706,0,706,707,0,91,2
6367,710,0,710,718,0,91,1
6368,713,0,713,718,0,91,2
6369,714,0,714,718,0,91,3
6370,719,0,719,739,0,91,1
6371,725,0,725,827,0,91,2
6372,725,0,725,766,0,91,3
6373,725,0,739,745,14,91,1
6374,738,1,745,756,7,91,1
6375,164,1,179,232,15,92,3
6376,170,1,181,185,12,92,1
6377,182,0,185,187,3,92,1
6378,189,0,189,190,0,92,1
6379,193,0,193,202,0,92,1
6380,194,0,199,219,5,92,2
6381,223,0,223,226,0,92,2
6382,227,0,227,252,0,92,1
6383,238,0,238,250,0,92,3
6384,253,0,253,283,0,92,3
6385,263,0,263,264,0,92,2
6386,276,0,276,403,0,92,2
6387,295,0,295,309,0,92,1
6388,296,0,296,351,0,92,3
6389,301,0,309,339,7,92,1
6390,304,1,339,384,36,92,1
6391,304,2,351,369,47,92,3
6392,314,2,369,369,54,92,3
6393,329,3,369,398,40,92,3
6394,333,4,384,405,51,92,1
6395,338,5,398,426,60,92,3
6396,340,5,403,416,63,92,2
6397,342,6,405,409,63,92,1
6398,345,7,409,440,65,92,1
6399,358,7,416,419,58,92,2
6400,362,8,419,427,57,92,2
6401,368,9,426,476,58,92,3
6402,369,8,427,462,58,92,2
6403,373,9,440,459,67,92,1
6404,374,10,459,485,85,92,1
6405,377,11,462,474,85,92,2
6406,385,11,474,479,90,92,2
6407,385,12,476,488,91,92,3
6408,390,13,479,480,89,92,2
6409,393,14,480,487,87,92,2
6410,394,15,485,493,91,92,1
6411,402,15,487,504,85,92,2
6412,414,13,488,505,74,92,3
6413,420,12,493,514,73,92,1
6414,420,13,504,509,83,92,2
6415,422,14,505,512,83,92,3
6416,426,15,509,521,83,92,2
6417,427,15,512,528,85,92,3
6418,430,15,514,517,85,92,1
6419,430,16,517,532,86,92,1
6420,439,17,521,529,82,92,2
6421,467,15,528,550,61,92,3
6422,467,16,529,542,62,92,2
6423,470,17,532,577,61,92,1
6424,483,14,542,581,59,92,2
6425,490,12,550,557,60,92,3
6426,501,12,557,560,56,92,3
6427,504,13,560,573,57,92,3
6428,509,11,573,575,64,92,3
6429,513,11,575,578,62,92,3
6430,518,10,577,577,59,92,1
6431,520,11,577,588,57,92,1
6432,523,11,578,594,55,92,3
6433,527,12,581,604,55,92,2
6434,530,11,588,588,58,92,1
6435,537,11,588,602,50,92,1
6436,581,2,594,595,13,92,3
6437,587,3,595,602,8,92,3
6438,597,0,602,602,5,92,1
6439,604,0,604,626,0,92,1
6440,609,0,609,615,0,92,2
6441,616,0,616,633,0,92,2
6442,618,0,618,635,0,92,3
6443,623,0,626,679,3,92,1
6444,179,0,179,188,0,93,3
6445,183,0,188,192,6,93,3
6446,186,1,192,201,6,93,3
6447,190,1,193,193,3,93,1
6448,202,0,202,251,0,93,1
6449,203,0,203,219,0,93,3
6450,204,0,214,232,11,93,2
6451,218,0,219,239,1,93,3
6452,239,0,239,263,0,93,2
6453,240,0,240,262,0,93,3
6454,240,0,251,256,12,93,1
6455,240,1,256,275,16,93,1
6456,253,1,262,305,9,93,3
6457,265,0,265,276,0,93,2
6458,272,0,275,283,3,93,1
6459,287,0,287,299,0,93,1
6460,293,0,293,297,0,93,2
6461,307,0,307,308,0,93,3
6462,313,0,313,368,0,93,2
6463,334,0,334,350,0,93,3
6464,349,0,349,352,0,93,1
6465,355,0,355,360,0,93,3
6466,356,0,356,395,0,93,1
6467,381,0,381,406,0,93,2
6468,391,0,391,462,0,93,3
6469,397,0,397,399,0,93,1
6470,403,0,403,414,0,93,1
6471,405,0,406,419,1,93,2
6472,407,0,414,421,7,93,1
6473,413,1,419,442,6,93,2
6474,417,1,421,422,4,93,1
6475,428,0,428,438,0,93,1
6476,437,0,438,448,1,93,1
6477,441,0,442,445,0,93,2
6478,444,0,445,456,1,93,2
6479,444,1,448,476,4,93,1
6480,453,0,456,468,2,93,2
6481,457,0,462,520,5,93,3
6482,460,1,468,477,8,93,2
6483,466,1,476,481,10,93,1
6484,474,1,477,487,3,93,2
6485,476,1,481,482,5,93,1
6486,478,1,482,489,4,93,1
6487,481,2,487,529,6,93,2
6488,491,0,491,518,0,93,1
6489,496,0,518,549,23,93,1
6490,504,1,520,554,16,93,3
6491,520,1,529,534,10,93,2
6492,533,0,534,555,1,93,2
6493,538,0,549,565,11,93,1
6494,571,0,571,573,0,93,2
6495,571,0,571,582,0,93,3
6496,575,0,575,585,0,93,1
6497,581,0,581,599,0,93,2
6498,588,0,588,602,0,93,1
6499,593,0,593,594,0,93,3
6500,610,0,610,611,0,93,3
6501,613,0,613,628,0,93,1
6502,618,0,618,621,0,93,3
6503,621,0,621,637,0,93,2
6504,638,0,638,646,0,93,3
6505,644,0,644,646,0,93,2
6506,644,0,644,662,0,93,1
6507,646,0,646,678,0,93,3
6508,652,0,652,658,0,93,2
6509,653,0,658,712,5,93,2
6510,656,1,662,732,6,93,1
6511,658,2,678,713,20,93,3
6512,658,2,712,715,54,93,2
6513,663,2,713,755,49,93,3
6514,677,3,715,722,38,93,2
6515,684,3,722,733,39,93,2
6516,692,4,732,733,39,93,1
6517,152,0,154,161,2,94,2
6518,185,0,185,211,0,94,1
6519,187,0,187,199,0,94,2
6520,189,0,189,203,0,94,3
6521,190,0,199,246,10,94,2
6522,192,1,203,205,10,94,3
6523,198,2,205,206,7,94,3
6524,199,3,206,213,7,94,3
6525,201,3,211,227,10,94,1
6526,205,2,213,223,9,94,3
6527,207,2,223,234,17,94,3
6528,207,3,227,228,20,94,1
6529,210,4,228,257,18,94,1
6530,212,4,234,251,22,94,3
6531,216,4,246,254,31,94,2
6532,216,5,251,254,35,94,3
6533,218,6,254,277,35,94,3
6534,232,4,254,272,22,94,2
6535,240,4,257,275,17,94,1
6536,256,1,272,274,16,94,2
6537,271,1,274,286,3,94,2
6538,272,1,275,279,3,94,1
6539,274,1,277,280,3,94,3
6540,277,0,279,306,1,94,1
6541,284,0,284,299,0,94,3
6542,303,0,303,335,0,94,3
6543,313,0,313,315,0,94,1
6544,317,0,317,373,0,94,1
6545,319,0,319,337,0,94,2
6546,320,0,335,353,15,94,3
6547,341,0,341,348,0,94,2
6548,343,0,348,386,5,94,2
6549,347,1,353,354,6,94,3
6550,349,1,354,356,6,94,3
6551,351,2,356,402,5,94,3
6552,352,3,373,418,21,94,1
6553,367,1,386,403,19,94,2
6554,369,2,402,404,33,94,3
6555,373,3,403,434,30,94,2
6556,374,3,404,415,30,94,3
6557,386,3,415,477,29,94,3
6558,391,4,418,468,27,94,1
6559,391,5,434,492,43,94,2
6560,394,6,468,469,73,94,1
6561,417,3,469,471,52,94,1
6562,419,3,471,474,51,94,1
6563,420,4,474,483,54,94,1
6564,426,5,477,485,50,94,3
6565,429,6,483,511,53,94,1
6566,430,7,485,516,56,94,3
6567,435,7,492,531,58,94,2
6568,443,8,511,518,68,94,1
6569,444,9,516,518,73,94,3
6570,444,10,518,519,74,94,1
6571,449,11,518,522,69,94,3
6572,457,12,519,534,61,94,1
6573,460,13,522,524,61,94,3
6574,474,10,524,528,49,94,3
6575,479,10,528,548,49,94,3
6576,482,11,531,548,48,94,2
6577,486,10,534,538,48,94,1
6578,489,11,538,556,49,94,1
6579,492,12,548,551,56,94,2
6580,509,12,548,574,39,94,3
6581,516,12,551,552,36,94,2
6582,517,12,552,576,36,94,2
6583,521,10,556,673,36,94,1
6584,521,11,574,628,53,94,3
6585,528,9,576,585,48,94,2
6586,531,9,585,608,54,94,2
6587,536,9,608,652,72,94,2
6588,103,3,118,132,15,95,2
6589,105,4,118,154,14,95,3
6590,122,0,132,140,11,95,2
6591,126,1,140,184,14,95,2
6592,127,2,144,182,17,95,1
6593,140,1,154,157,14,95,3
6594,142,2,157,186,15,95,3
6595,148,2,182,192,34,95,1
6596,154,3,184,190,30,95,2
6597,159,2,186,204,27,95,3
6598,161,3,190,230,29,95,2
6599,184,2,192,214,7,95,1
6600,188,2,204,260,17,95,3
6601,193,1,214,235,21,95,1
6602,193,2,230,232,37,95,2
6603,201,3,232,235,31,95,2
6604,217,2,235,266,18,95,1
6605,228,3,235,393,7,95,2
6606,238,0,260,263,22,95,3
6607,239,1,263,263,24,95,3
6608,243,2,263,269,20,95,3
6609,263,2,266,284,3,95,1
6610,264,1,269,307,5,95,3
6611,270,0,284,292,15,95,1
6612,275,1,292,318,17,95,1
6613,291,1,307,309,16,95,3
6614,303,1,309,330,5,95,3
6615,303,2,318,350,15,95,1
6616,304,3,330,357,26,95,3
6617,333,0,350,379,17,95,1
6618,337,1,357,390,19,95,3
6619,338,2,379,379,40,95,1
6620,343,3,379,389,36,95,1
6621,343,4,389,420,45,95,1
6622,347,5,390,392,43,95,3
6623,350,6,392,402,42,95,3
6624,353,6,393,395,41,95,2
6625,357,6,395,427,38,95,2
6626,357,7,402,408,45,95,3
6627,358,8,408,411,50,95,3
6628,361,9,411,422,50,95,3
6629,364,10,420,442,56,95,1
6630,395,5,422,439,28,95,3
6631,414,2,427,440,13,95,2
6632,437,0,439,448,2,95,3
6633,448,0,448,462,0,95,3
6634,473,0,473,499,0,95,1
6635,473,0,473,479,0,95,3
6636,474,0,474,494,0,95,2
6637,474,0,479,481,4,95,3
6638,475,1,481,497,7,95,3
6639,478,2,494,523,16,95,2
6640,479,2,497,502,17,95,3
6641,488,2,499,504,11,95,1
6642,491,3,502,523,11,95,3
6643,500,1,504,565,4,95,1
6644,506,0,523,542,17,95,2
6645,518,1,523,538,5,95,3
6646,524,0,538,556,14,95,3
6647,526,1,542,565,16,95,2
6648,527,2,556,623,29,95,3
6649,542,2,565,601,23,95,2
6650,562,1,565,585,3,95,1
6651,563,2,585,599,22,95,1
6652,583,1,599,603,16,95,1
6653,587,1,601,612,14,95,2
6654,593,2,603,611,9,95,1
6655,177,0,177,187,0,96,1
6656,192,0,192,265,0,96,2
6657,193,0,193,243,0,96,3
6658,198,0,198,236,0,96,1
6659,212,0,236,247,24,96,1
6660,230,1,243,262,14,96,3
6661,233,2,247,292,14,96,1
6662,244,1,262,263,17,96,3
6663,251,1,263,266,12,96,3
6664,262,1,265,277,4,96,2
6665,270,0,270,293,0,96,3
6666,273,0,277,315,4,96,2
6667,274,1,292,308,18,96,1
6668,276,2,293,315,17,96,3
6669,277,2,308,340,31,96,1
6670,289,3,315,341,26,96,3
6671,296,2,315,315,18,96,2
6672,299,3,315,321,17,96,2
6673,307,4,321,356,14,96,2
6674,313,4,340,415,27,96,1
6675,320,2,341,401,21,96,3
6676,322,2,356,362,35,96,2
6677,338,3,362,368,24,96,2
6678,344,2,368,379,24,96,2
6679,355,3,379,411,24,96,2
6680,357,3,401,411,43,96,3
6681,361,4,411,412,50,96,2
6682,362,5,411,471,49,96,3
6683,362,6,412,417,50,96,2
6684,374,5,415,419,41,96,1
6685,380,5,417,453,37,96,2
6686,386,6,419,423,33,96,1
6687,390,7,423,449,32,96,1
6688,419,2,449,488,29,96,1
6689,422,2,453,489,31,96,2
6690,431,2,471,507,40,96,3
6691,439,3,488,493,50,96,1
6692,457,2,489,503,31,96,2
6693,460,3,493,519,33,96,1
6694,464,4,503,579,40,96,2
6695,474,4,507,552,33,96,3
6696,505,1,519,525,15,96,1
6697,523,0,525,621,3,96,1
6698,527,0,552,554,25,96,3
6699,532,1,554,558,22,96,3
6700,532,2,558,569,26,96,3
6701,540,3,569,572,29,96,3
6702,546,4,572,579,26,96,3
6703,552,4,579,600,26,96,3
6704,567,3,579,582,12,96,2
6705,573,2,582,637,9,96,2
6706,584,0,600,604,16,96,3
6707,586,1,604,606,18,96,3
6708,587,2,606,612,19,96,3
6709,593,3,612,623,19,96,3
6710,595,4,621,625,26,96,1
6711,602,4,623,651,20,96,3
6712,605,4,625,628,20,96,1
6713,605,5,628,655,23,96,1
6714,623,2,637,654,14,96,2
6715,630,1,651,676,21,96,3
6716,632,2,654,658,22,96,2
6717,634,3,655,694,20,96,1
6718,640,3,658,733,19,96,2
6719,642,4,676,714,34,96,3
6720,154,2,169,178,15,97,3
6721,167,2,178,203,11,97,3
6722,167,3,180,182,13,97,2
6723,170,2,181,251,11,97,1
6724,177,3,182,184,5,97,2
6725,181,2,184,207,3,97,2
6726,195,0,203,230,9,97,3
6727,197,1,207,248,10,97,2
6728,199,2,230,245,31,97,3
6729,205,2,245,249,39,97,3
6730,207,3,248,258,41,97,2
6731,207,4,249,255,42,97,3
6732,209,4,251,258,42,97,1
6733,210,5,255,258,45,97,3
6734,217,6,258,268,41,97,2
6735,217,7,258,332,41,97,3
6736,235,7,258,269,23,97,1
6737,237,8,268,272,31,97,2
6738,243,9,269,271,26,97,1
6739,248,8,271,276,23,97,1
6740,258,6,272,310,14,97,2
6741,262,4,276,283,14,97,1
6742,269,4,283,310,14,97,1
6743,275,2,310,311,35,97,1
6744,278,2,310,325,32,97,2
6745,290,2,311,313,21,97,1
6746,291,3,313,317,22,97,1
6747,297,4,317,346,20,97,1
6748,307,5,325,332,18,97,2
6749,313,2,332,336,19,97,2
6750,327,1,332,344,6,97,3
6751,336,0,336,340,0,97,2
6752,345,0,345,388,0,97,2
6753,351,0,351,398,0,97,3
6754,352,0,352,391,0,97,1
6755,354,0,388,431,35,97,2
6756,369,1,391,403,22,97,1
6757,378,2,398,481,20,97,3
6758,386,3,403,406,17,97,1
6759,387,4,406,415,19,97,1
6760,390,4,415,426,24,97,1
6761,399,3,426,428,27,97,1
6762,403,3,428,439,25,97,1
6763,406,4,431,462,25,97,2
6764,430,1,439,469,9,97,1
6765,441,0,462,468,21,97,2
6766,454,1,468,480,14,97,2
6767,456,2,469,600,13,97,1
6768,473,0,480,506,6,97,2
6769,480,0,481,541,1,97,3
6770,496,0,506,506,9,97,2
6771,503,1,506,549,2,97,2
6772,505,2,541,544,35,97,3
6773,507,1,544,575,37,97,3
6774,511,2,549,561,38,97,2
6775,525,3,561,657,36,97,2
6776,531,4,575,650,43,97,3
6777,560,2,600,611,40,97,1
6778,560,3,611,620,51,97,1
6779,565,3,620,645,55,97,1
6780,571,4,645,667,74,97,1
6781,574,5,650,650,76,97,3
6782,593,5,650,654,57,97,3
6783,594,6,654,668,60,97,3
6784,607,6,657,687,50,97,2
6785,623,5,667,698,45,97,1
6786,653,3,668,674,14,97,3
6787,129,2,132,143,3,98,1
6788,132,0,141,143,9,98,3
6789,133,1,143,155,9,98,3
6790,139,2,143,159,5,98,1
6791,141,3,155,159,14,98,3
6792,142,3,159,173,17,98,3
6793,154,2,159,192,5,98,1
6794,161,0,170,196,9,98,2
6795,166,1,173,200,7,98,3
6796,183,0,192,196,9,98,1
6797,186,1,196,243,10,98,2
6798,195,1,196,200,1,98,1
6799,196,2,200,254,4,98,3
6800,211,0,211,222,0,98,1
6801,218,0,222,225,4,98,1
6802,222,1,225,255,3,98,1
6803,223,1,243,251,20,98,2
6804,228,1,251,280,24,98,2
6805,233,2,254,302,21,98,3
6806,242,3,255,273,14,98,1
6807,243,4,273,313,30,98,1
6808,260,1,280,314,20,98,2
6809,262,2,302,306,40,98,3
6810,265,3,306,309,41,98,3
6811,282,2,309,339,27,98,3
6812,292,3,313,315,21,98,1
6813,299,4,314,334,15,98,2
6814,307,3,315,317,8,98,1
6815,312,3,317,320,5,98,1
6816,338,0,338,390,0,98,1
6817,339,0,339,342,0,98,3
6818,340,0,340,367,0,98,2
6819,341,0,342,344,1,98,3
6820,341,1,344,376,2,98,3
6821,343,1,367,426,23,98,2
6822,350,1,376,412,26,98,3
6823,350,2,390,443,40,98,1
6824,352,3,412,417,59,98,3
6825,357,4,417,424,60,98,3
6826,358,5,424,430,66,98,3
6827,358,6,426,442,68,98,2
6828,368,6,430,435,62,98,3
6829,394,5,435,456,41,98,3
6830,394,6,442,468,47,98,2
6831,399,7,443,485,44,98,1
6832,402,8,456,460,54,98,3
6833,418,7,460,461,42,98,3
6834,421,8,461,466,40,98,3
6835,425,8,466,468,41,98,3
6836,439,6,468,481,29,98,2
6837,445,5,468,481,23,98,3
6838,462,3,481,483,19,98,2
6839,464,4,481,483,17,98,3
6840,469,2,483,491,14,98,3
6841,479,3,483,507,4,98,2
6842,501,0,501,514,0,98,3
6843,506,0,506,508,0,98,1
6844,507,0,507,520,0,98,2
6845,510,0,510,511,0,98,1
6846,514,0,514,540,0,98,1
6847,115,2,167,185,52,99,2
6848,123,3,185,186,61,99,2
6849,123,4,185,201,61,99,1
6850,136,5,186,201,50,99,2
6851,142,6,201,255,58,99,2
6852,144,7,201,207,58,99,1
6853,152,7,207,241,55,99,1
6854,173,6,217,224,44,99,3
6855,208,1,224,224,15,99,3
6856,220,1,224,245,4,99,3
6857,223,2,241,267,18,99,1
6858,238,1,245,250,8,99,3
6859,246,0,250,258,4,99,3
6860,251,0,255,264,4,99,2
6861,255,1,258,283,3,99,3
6862,285,0,285,299,0,99,3
6863,316,0,316,317,0,99,2
6864,329,0,329,348,0,99,3
6865,335,0,335,376,0,99,1
6866,360,0,360,374,0,99,3
6867,362,0,362,373,0,99,2
6868,370,0,373,393,4,99,2
6869,375,0,375,442,0,99,3
6870,379,0,379,400,0,99,1
6871,381,0,393,419,13,99,2
6872,390,1,400,444,10,99,1
6873,400,1,419,442,18,99,2
6874,405,1,442,459,37,99,3
6875,420,1,442,484,22,99,2
6876,423,2,444,460,21,99,1
6877,424,3,459,506,35,99,3
6878,426,4,460,475,34,99,1
6879,428,5,475,493,47,99,1
6880,473,1,484,498,11,99,2
6881,474,2,493,508,19,99,1
6882,478,2,498,512,20,99,2
6883,486,2,506,525,20,99,3
6884,488,3,508,518,20,99,1
6885,491,4,512,513,21,99,2
6886,497,4,513,639,16,99,2
6887,497,5,518,539,20,99,1
6888,499,5,525,530,26,99,3
6889,510,4,530,555,20,99,3
6890,515,3,539,550,24,99,1
6891,522,3,550,555,28,99,1
6892,526,3,555,567,29,99,3
6893,531,3,555,600,24,99,1
6894,535,4,567,575,31,99,3
6895,546,4,575,579,29,99,3
6896,550,5,579,597,29,99,3
6897,551,5,597,609,46,99,3
6898,554,6,600,631,46,99,1
6899,556,5,609,613,53,99,3
6900,561,6,613,617,52,99,3
6901,566,7,617,620,51,99,3
6902,571,7,620,641,49,99,3
6903,583,6,631,639,48,99,1
6904,594,7,639,642,45,99,1
6905,595,8,639,641,44,99,2
6906,598,8,641,650,43,99,2
6907,601,8,641,646,41,99,3
6908,603,9,642,671,39,99,1
6909,139,0,139,156,0,100,3
6910,146,0,146,253,0,100,1
6911,148,0,156,156,8,100,3
6912,161,0,161,209,0,100,3
6913,166,0,190,194,25,100,2
6914,207,0,207,256,0,100,2
6915,219,0,219,229,0,100,3
6916,224,0,229,231,5,100,3
6917,234,0,234,260,0,100,3
6918,235,0,253,274,18,100,1
6919,246,1,256,304,11,100,2
6920,246,2,260,295,14,100,3
6921,251,3,274,279,23,100,1
6922,284,0,284,297,0,100,1
6923,286,0,295,315,9,100,3
6924,303,0,303,305,0,100,1
6925,318,0,318,355,0,100,1
6926,325,0,325,325,0,100,2
6927,327,0,327,328,0,100,2
6928,333,0,333,352,0,100,2
6929,335,0,335,342,0,100,3
6930,336,0,342,348,7,100,3
6931,367,0,367,403,0,100,3
6932,370,0,370,378,0,100,1
